"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Thap3"	5.43368998212648e-09	0.257654781880361	0.301	0.138	0.000128110108708596	"11"	"Thap3"
"Polr1d2"	5.60235041243549e-09	0.323179880206973	0.545	0.324	0.000132086615673992	"11"	"Polr1d"
"Snrnp48"	6.17668346842595e-09	0.297417976278874	0.312	0.149	0.000145627666135079	"11"	"Snrnp48"
"Lsm42"	6.35726257647687e-09	0.295287655241143	0.489	0.281	0.000149885179765595	"11"	"Lsm4"
"RP23-387F9.33"	7.55387375757616e-09	0.379815701533328	0.415	0.229	0.000178097681582373	"11"	"RP23-387F9.3"
"Rpl17-ps3"	7.63215181378198e-09	0.301695845703611	0.301	0.14	0.000179943243313538	"11"	"Rpl17-ps3"
"Rab1b"	8.5354882933032e-09	0.368158127532727	0.307	0.147	0.00020124120749121	"11"	"Rab1b"
"Gcc22"	1.01709743040472e-08	0.269883843896876	0.295	0.138	0.000239801061166521	"11"	"Gcc2"
"Tapbp"	1.12128541663214e-08	0.298140115354235	0.278	0.126	0.00026436546267936	"11"	"Tapbp"
"Ptn4"	1.21327557085552e-08	0.305371929752303	0.943	0.675	0.000286053981340605	"11"	"Ptn"
"Nras3"	1.35115076557049e-08	0.279281814614873	0.415	0.218	0.000318560815998554	"11"	"Nras"
"Stx121"	1.6146824426211e-08	0.339059826903089	0.375	0.198	0.000380693679496777	"11"	"Stx12"
"Csde13"	1.73791821129373e-08	0.413979744808997	0.489	0.295	0.000409748976676723	"11"	"Csde1"
"Zmiz11"	1.78344691379444e-08	0.354124375410956	0.267	0.123	0.000420483278865315	"11"	"Zmiz1"
"Wdr61"	1.86401302161022e-08	0.254545033894278	0.284	0.132	0.000439478350105041	"11"	"Wdr61"
"Gnb16"	1.97272697842908e-08	0.400473427337787	0.688	0.456	0.000465109839704225	"11"	"Gnb1"
"Dazap22"	2.38791729670588e-08	0.287982048589395	0.449	0.254	0.000562999261044347	"11"	"Dazap2"
"RP23-325E4.51"	2.73128925281895e-08	0.285687403902151	0.653	0.411	0.000643956067137123	"11"	"RP23-325E4.5"
"March22"	2.98755138456198e-08	0.317438935760033	0.625	0.386	0.000704374989938179	"11"	"March2"
"Rpl315"	3.27505300593833e-08	0.258159638647783	0.972	0.8	0.00077215924721008	"11"	"Rpl3"
"Imp3"	3.57494963329286e-08	0.401020799754103	0.33	0.169	0.000842865875041457	"11"	"Imp3"
"Gdi21"	3.72607683822948e-08	0.282841317564115	0.517	0.312	0.000878497136149363	"11"	"Gdi2"
"Cnih4"	4.36391800879552e-08	0.275332693431467	0.25	0.113	0.00102888094893372	"11"	"Cnih4"
"Arid1a1"	4.47218451669477e-08	0.257854290619581	0.403	0.219	0.00105440694350113	"11"	"Arid1a"
"Prrc2b3"	4.59790923967666e-08	0.274341589091732	0.432	0.236	0.00108404906143857	"11"	"Prrc2b"
"Sec61g1"	4.73154646181209e-08	0.259116226388631	0.631	0.414	0.00111555670930144	"11"	"Sec61g"
"Ncor12"	4.85353669347031e-08	0.281320116322153	0.557	0.352	0.0011443183462195	"11"	"Ncor1"
"Setd5"	6.02799965686861e-08	0.327591876044473	0.352	0.188	0.00142122147909991	"11"	"Setd5"
"Tshz1"	6.27062781879014e-08	0.339470437378177	0.25	0.115	0.00147842592083615	"11"	"Tshz1"
"Atp5g21"	7.63545448028057e-08	0.32809968699584	0.568	0.364	0.00180021110281575	"11"	"Atp5g2"
"Baz1b"	8.33341192619605e-08	0.420168208125986	0.261	0.124	0.00196476852983924	"11"	"Baz1b"
"Npm14"	8.61712026939298e-08	0.253215090524771	0.58	0.366	0.00203165844591478	"11"	"Npm1"
"Inf22"	8.67988596233583e-08	0.383956915595665	0.284	0.138	0.00204645671333992	"11"	"Inf2"
"Sub14"	8.69287112296113e-08	0.250676036023232	0.744	0.52	0.00204951822466055	"11"	"Sub1"
"Arhgef71"	8.72877110282266e-08	0.257943333653532	0.256	0.119	0.0020579823629125	"11"	"Arhgef7"
"Hsp90ab14"	1.06915190704956e-07	0.332940721216885	0.864	0.642	0.00252073945125074	"11"	"Hsp90ab1"
"Rapgef61"	1.11255259217551e-07	0.274087463340113	0.267	0.127	0.00262306524657221	"11"	"Rapgef6"
"Pbrm11"	1.15172070665193e-07	0.28814159087591	0.398	0.223	0.00271541191007325	"11"	"Pbrm1"
"Baz2b1"	1.27448427493027e-07	0.270601974090067	0.324	0.168	0.0030048515750031	"11"	"Baz2b"
"Dnajb1"	1.38655997044332e-07	0.390570329022925	0.256	0.122	0.00326909244231421	"11"	"Dnajb1"
"Fam96b1"	1.47364892800187e-07	0.305702329890098	0.455	0.269	0.00347442207755002	"11"	"Fam96b"
"Eapp"	1.49397967534319e-07	0.303161839366831	0.295	0.148	0.00352235588055665	"11"	"Eapp"
"Rab22a"	1.4989877034569e-07	0.298258840475464	0.295	0.151	0.00353416330844033	"11"	"Rab22a"
"Nap1l14"	1.56000857335258e-07	0.267030857449165	0.392	0.212	0.00367803221339338	"11"	"Nap1l1"
"Manbal1"	1.60927349501433e-07	0.291952436821119	0.506	0.295	0.00379418411919529	"11"	"Manbal"
"Fundc22"	1.66315646781265e-07	0.31630372155437	0.256	0.12	0.00392122400416189	"11"	"Fundc2"
"Rad21"	1.69223713828151e-07	0.293209780013631	0.295	0.149	0.00398978750092632	"11"	"Rad21"
"Fam120a"	1.77899455147911e-07	0.251961510836599	0.25	0.118	0.00419433545402229	"11"	"Fam120a"
"Stx4a"	1.93376538838835e-07	0.254576570472134	0.438	0.253	0.0045592386562032	"11"	"Stx4a"
"Pitpna4"	2.34984388476413e-07	0.260005317077503	0.438	0.252	0.00554022692710838	"11"	"Pitpna"
"Mdp1"	2.57128913962501e-07	0.309594357246961	0.301	0.156	0.00606232840449389	"11"	"Mdp1"
"Ccnl1"	3.38387090300817e-07	0.282546303795398	0.324	0.169	0.00797815242802235	"11"	"Ccnl1"
"Ncl3"	3.74661673742972e-07	0.308430823822556	0.557	0.353	0.00883339828183805	"11"	"Ncl"
"Egln22"	3.86949534146755e-07	0.252251762420866	0.438	0.256	0.00912310916657804	"11"	"Egln2"
"Cfl13"	4.55790464494325e-07	0.262326579059321	0.875	0.66	0.0107461717813827	"11"	"Cfl1"
"Pkp44"	4.6848297863787e-07	0.337978116226785	0.369	0.2	0.0110454231873451	"11"	"Pkp4"
"Mkln11"	4.71210178645988e-07	0.265677229113858	0.295	0.15	0.0111097223819365	"11"	"Mkln1"
"Chchd23"	5.10492869919163e-07	0.274816898554914	0.983	0.838	0.0120358903940841	"11"	"Chchd2"
"Phb21"	5.75841057433674e-07	0.261476662016455	0.369	0.208	0.0135766046111137	"11"	"Phb2"
"Ptp4a24"	5.78975637750168e-07	0.302584299482268	0.523	0.343	0.0136505086112357	"11"	"Ptp4a2"
"Fam76a"	6.48014059975497e-07	0.29775663848018	0.284	0.147	0.0152782274920423	"11"	"Fam76a"
"Kctd201"	6.88911949798157e-07	0.28464536995074	0.256	0.128	0.0162424770403912	"11"	"Kctd20"
"Tax1bp1"	6.96183519427551e-07	0.309169180350468	0.415	0.25	0.0164139188375434	"11"	"Tax1bp1"
"Chchd72"	7.63828603758943e-07	0.273267523010844	0.381	0.215	0.0180087869908246	"11"	"Chchd7"
"Zmynd11"	9.38300621844338e-07	0.286894628950651	0.284	0.146	0.0221223137612239	"11"	"Zmynd11"
"Tsnax3"	9.86609159214502e-07	0.292857150188568	0.33	0.178	0.0232612841468003	"11"	"Tsnax"
"Pcmtd1"	1.0107403186817e-06	0.294889769865031	0.307	0.165	0.0238302244935583	"11"	"Pcmtd1"
"Ing1"	1.24545949164662e-06	0.369781480625334	0.261	0.136	0.0293641984345522	"11"	"Ing1"
"Ddx61"	1.35904459221512e-06	0.34590763654483	0.307	0.166	0.0320421943506559	"11"	"Ddx6"
"Cttn"	1.52485941486766e-06	0.28590047467355	0.256	0.131	0.0359516104243347	"11"	"Cttn"
"Smc62"	1.61163877178613e-06	0.261265326197426	0.369	0.215	0.0379976073224015	"11"	"Smc6"
"Sf11"	1.81557384837427e-06	0.283899803240728	0.273	0.141	0.0428057846231202	"11"	"Sf1"
"Stk11"	2.03991801381058e-06	0.29274182880858	0.256	0.129	0.048095147011612	"11"	"Stk11"
"Mrps21"	2.75565615360319e-06	0.268732436008482	0.483	0.305	0.0649701051335025	"11"	"Mrps21"
"Zfp6643"	3.48132316833956e-06	0.284835723617992	0.335	0.187	0.0820791563399417	"11"	"Zfp664"
"Zbtb44"	5.11819812783481e-06	0.343774715880645	0.278	0.152	0.120671757259961	"11"	"Zbtb4"
"Ptpn112"	5.83896421291274e-06	0.293116116328851	0.341	0.201	0.137665259247844	"11"	"Ptpn11"
"Zbtb7a2"	5.84491588116607e-06	0.278232241869624	0.455	0.287	0.137805581730252	"11"	"Zbtb7a"
"Vps283"	6.3373320498029e-06	0.255546332948869	0.483	0.305	0.149415277738203	"11"	"Vps28"
"Tra2b1"	6.58898841293704e-06	0.25091221303031	0.335	0.196	0.155348579811817	"11"	"Tra2b"
"Zbed53"	7.35783372811904e-06	0.25743226165065	0.358	0.215	0.173475645807863	"11"	"Zbed5"
"Siva1"	8.82377759804248e-06	0.26551433351694	0.278	0.153	0.208038204429048	"11"	"Siva1"
"Fkbp42"	9.38534673682985e-06	0.257914441744799	0.426	0.27	0.221278320014237	"11"	"Fkbp4"
"Ap2b13"	1.08671722894566e-05	0.346440019294005	0.381	0.228	0.256215321068518	"11"	"Ap2b1"
"Ift203"	1.38340632084686e-05	0.264880057201626	0.625	0.438	0.326165708266065	"11"	"Ift20"
"Adipor22"	1.45298692291111e-05	0.268450742211442	0.295	0.167	0.342570726814752	"11"	"Adipor2"
"Trip121"	1.77997915590511e-05	0.259150814111899	0.273	0.153	0.419665685587747	"11"	"Trip12"
"Bfar"	2.52161744346347e-05	0.256990679161627	0.256	0.141	0.594521744645383	"11"	"Bfar"
"Daam12"	3.04234892572783e-05	0.272355764442125	0.352	0.216	0.71729460621885	"11"	"Daam1"
"Prickle12"	4.16845202605322e-05	0.308657132588278	0.256	0.146	0.982795934182567	"11"	"Prickle1"
"RP24-535N4.22"	0.000183865822982708	0.258560423310346	0.273	0.162	1	"11"	"RP24-535N4.2"
"Tpst12"	0.000768824974527264	0.300410660266153	0.278	0.177	1	"11"	"Tpst1"
"Mecp23"	0.00159709684714452	0.278371977879457	0.25	0.162	1	"11"	"Mecp2"
"mt-Nd11"	2.83071697676286e-29	1.03463681197851	0.939	0.975	6.67398141611381e-25	"12"	"mt-Nd1"
"Pcsk1n4"	6.83161074662715e-29	2.23037313115433	0.675	0.463	1.61068886573228e-24	"12"	"Pcsk1n"
"Nap1l53"	3.12871895846825e-23	2.12358094991486	0.626	0.414	7.37658068838059e-19	"12"	"Nap1l5"
"Pcp43"	8.48202218025054e-23	2.14684665500694	0.528	0.255	1.99980636943767e-18	"12"	"Pcp4"
"Calm23"	1.43090544603431e-22	1.91579306820044	0.699	0.614	3.37364577011509e-18	"12"	"Calm2"
"Sncb3"	8.0898720082902e-22	1.90386104391484	0.509	0.25	1.90734912339458e-17	"12"	"Sncb"
"RP23-81C12.15"	2.72364604646651e-18	0.695456126035469	0.227	0.753	6.42154028375409e-14	"12"	"RP23-81C12.1"
"Gap434"	3.14637294053789e-15	2.14496774214628	0.411	0.223	7.41820348190619e-11	"12"	"Gap43"
"Chd3os3"	5.08810615093576e-15	2.07908073558764	0.442	0.258	1.19962278720613e-10	"12"	"Chd3os"
"mt-Nd42"	6.09516441087146e-14	0.745405715289949	0.859	0.962	1.43705691315117e-09	"12"	"mt-Nd4"
"Eif4h2"	5.50688010682763e-13	0.31153827648977	0.098	0.438	1.29835712278675e-08	"12"	"Eif4h"
"Rpl316"	1.1960732160689e-12	1.09225864136602	0.718	0.806	2.81998182152564e-08	"12"	"Rpl3"
"Rab7"	2.2689520521689e-11	0.350797777552673	0.129	0.467	5.34950825339862e-07	"12"	"Rab7"
"Snap253"	5.290773468617e-11	1.90277296960485	0.393	0.242	1.24740566069583e-06	"12"	"Snap25"
"Eif5"	7.9784413629338e-11	0.263019753483397	0.153	0.499	1.8810771201389e-06	"12"	"Eif5"
"Gng34"	1.00826796477355e-10	1.95905321191734	0.436	0.297	2.3771933805466e-06	"12"	"Gng3"
"Bex24"	1.64044191912436e-10	1.83569849492576	0.442	0.318	3.8676699127195e-06	"12"	"Bex2"
"Ndufa72"	3.02219978922034e-10	0.326655961046847	0.209	0.594	7.1254404430448e-06	"12"	"Ndufa7"
"Smim143"	3.86061030760731e-10	0.393320742144585	0.117	0.419	9.10216092224577e-06	"12"	"Smim14"
"Zwint3"	4.18489305547119e-10	1.95295271957995	0.436	0.321	9.86672235688442e-06	"12"	"Zwint"
"Srrm21"	5.02685732574449e-10	0.327385569573807	0.178	0.53	1.18518215169078e-05	"12"	"Srrm2"
"RP23-83I13.103"	9.1636400262265e-10	2.13649298381826	0.411	0.285	2.16051140898342e-05	"12"	"RP23-83I13.10"
"Tmem30a3"	1.22663385063844e-09	0.297721800558506	0.061	0.305	2.89203462965026e-05	"12"	"Tmem30a"
"Sdf4"	1.24733817017063e-09	0.25248078378167	0.092	0.36	2.94084920381129e-05	"12"	"Sdf4"
"Saraf3"	1.25988932467442e-09	0.303815541598736	0.147	0.462	2.97044106078488e-05	"12"	"Saraf"
"Cox144"	1.29244263525153e-09	0.326286408353284	0.202	0.567	3.04719200113253e-05	"12"	"Cox14"
"Eif1b5"	1.38980810557023e-09	0.491780834548062	0.16	0.487	3.27675057050294e-05	"12"	"Eif1b"
"Txndc174"	1.75414959498816e-09	0.307810684029456	0.074	0.325	4.13575850010359e-05	"12"	"Txndc17"
"Rpl7a3"	2.29783921251546e-09	0.312706509773486	0.147	0.46	5.41761551134769e-05	"12"	"Rpl7a"
"Rpl53"	2.83282227829349e-09	0.32089322028408	0.092	0.353	6.67894508553256e-05	"12"	"Rpl5"
"Stmn33"	3.48493032262302e-09	1.76780525931046	0.393	0.266	8.2164202216483e-05	"12"	"Stmn3"
"Calm15"	3.7439458625897e-09	1.30474544308214	0.656	0.78	8.82710116022773e-05	"12"	"Calm1"
"RP24-228M19.13"	4.15697023267856e-09	0.282191377546168	0.098	0.362	9.80088871758625e-05	"12"	"RP24-228M19.1"
"Ctbp14"	4.45628039734124e-09	0.415741916070903	0.129	0.419	0.000105065722928115	"12"	"Ctbp1"
"Scamp56"	4.53296327452278e-09	0.329926644349443	0.043	0.259	0.000106873675123424	"12"	"Scamp5"
"Thra5"	4.57701842344187e-09	0.289159196427595	0.172	0.495	0.000107912363369489	"12"	"Thra"
"Rps24-ps33"	4.79797606582158e-09	0.416434712078417	0.19	0.535	0.000113121881703875	"12"	"Rps24-ps3"
"Anapc111"	5.42272088677223e-09	0.345290727562698	0.147	0.455	0.000127851490347429	"12"	"Anapc11"
"Timm132"	5.48414795378419e-09	0.302086537489147	0.196	0.543	0.00012929975630637	"12"	"Timm13"
"RP23-452K4.23"	6.15740222821336e-09	0.259545586878826	0.086	0.335	0.000145173072334586	"12"	"RP23-452K4.2"
"RP23-269H21.13"	6.23546967120381e-09	0.539877261843467	0.123	0.407	0.000147013668437972	"12"	"RP23-269H21.1"
"Ndufa23"	6.25306090723435e-09	0.34682943599887	0.258	0.67	0.000147428417009864	"12"	"Ndufa2"
"RP24-261H7.92"	6.25546739803641e-09	0.537135378416453	0.166	0.489	0.000147485154843505	"12"	"RP24-261H7.9"
"Lamtor53"	6.26461434585278e-09	0.461136723055863	0.172	0.497	0.000147700812432171	"12"	"Lamtor5"
"Mllt113"	6.48161935688578e-09	1.97116611572148	0.436	0.336	0.000152817139577296	"12"	"Mllt11"
"Mpc22"	6.80205848768483e-09	0.406974646391555	0.135	0.426	0.000160372132964145	"12"	"Mpc2"
"Prkar1a3"	7.10153263387629e-09	0.291692396966381	0.153	0.458	0.000167432834908901	"12"	"Prkar1a"
"AC122223.24"	7.21194434815805e-09	0.264137065074054	0.196	0.533	0.000170036011896522	"12"	"AC122223.2"
"Hsbp12"	7.57574513196842e-09	0.258769982213915	0.233	0.613	0.000178613342976419	"12"	"Hsbp1"
"Wbp22"	8.80691436645732e-09	0.298112496259916	0.11	0.377	0.000207640620017964	"12"	"Wbp2"
"Capzb4"	9.16990967766214e-09	0.322844487379671	0.104	0.366	0.00021619896047024	"12"	"Capzb"
"Pafah1b14"	9.41610254794296e-09	0.29321555588124	0.166	0.482	0.000222003449772851	"12"	"Pafah1b1"
"Mrps142"	9.55713298549005e-09	0.333711147711486	0.123	0.397	0.000225328524398899	"12"	"Mrps14"
"Mrpl342"	9.69863324427955e-09	0.271641462016755	0.074	0.307	0.000228664676000379	"12"	"Mrpl34"
"Atp5g22"	1.09700637318663e-08	0.316315329356314	0.11	0.375	0.000258641192606212	"12"	"Atp5g2"
"Snrpd22"	1.21267769898122e-08	0.350944227006955	0.104	0.363	0.000285913021088801	"12"	"Snrpd2"
"Ppp2r2c5"	1.27855857051927e-08	0.32674837308092	0.086	0.329	0.000301445754171329	"12"	"Ppp2r2c"
"Srp193"	1.34963799327256e-08	0.466318980849132	0.098	0.351	0.000318204149673871	"12"	"Srp19"
"Romo14"	1.37597522462902e-08	0.32861705049852	0.092	0.341	0.000324413678710785	"12"	"Romo1"
"Arpp193"	1.88746131471227e-08	0.321832512272583	0.123	0.39	0.000445006754169712	"12"	"Arpp19"
"Cds23"	1.94412172103759e-08	0.429801994277186	0.074	0.303	0.000458365578169034	"12"	"Cds2"
"Atp6v0b4"	1.9716582359608e-08	0.273632202139854	0.252	0.64	0.000464857862292477	"12"	"Atp6v0b"
"Pgp2"	2.0817377629229e-08	0.32641673779133	0.153	0.446	0.000490811312364332	"12"	"Pgp"
"Ttc34"	2.19967228715195e-08	1.52900195713183	0.479	0.405	0.000518616735141814	"12"	"Ttc3"
"Dda13"	2.73881517229689e-08	0.271284350574274	0.067	0.288	0.000645730453172439	"12"	"Dda1"
"Cdip15"	3.04697845018055e-08	0.338795726321792	0.092	0.331	0.000718386109199069	"12"	"Cdip1"
"AC157774.64"	3.16985660328444e-08	0.46292891082453	0.117	0.376	0.000747357091356373	"12"	"AC157774.6"
"RP23-108F2.235"	3.17877925563047e-08	0.25869577981574	0.061	0.276	0.000749460785099997	"12"	"RP23-108F2.23"
"RP24-409N2.12"	3.28403151892937e-08	0.454645167501055	0.086	0.321	0.000774276111217978	"12"	"RP24-409N2.1"
"Ndufb72"	3.33274790242512e-08	0.488700095029592	0.178	0.493	0.00078576197295477	"12"	"Ndufb7"
"Nav15"	3.44315312298717e-08	0.2713486695145	0.067	0.286	0.000811792211806685	"12"	"Nav1"
"Tecr3"	4.09177694072429e-08	0.472034172611714	0.184	0.498	0.000964718249314566	"12"	"Tecr"
"Sh3bgrl34"	4.2027046861805e-08	0.492924973819431	0.098	0.34	0.000990871683860777	"12"	"Sh3bgrl3"
"RP23-123N23.52"	4.36798292420653e-08	0.292959087310804	0.104	0.349	0.00102983933404017	"12"	"RP23-123N23.5"
"Med283"	4.39966586187166e-08	0.485718528610878	0.153	0.444	0.00103730922025348	"12"	"Med28"
"Gtf2h52"	4.62014009546541e-08	0.325325475493488	0.135	0.404	0.00108929043030788	"12"	"Gtf2h5"
"Pitpna5"	4.69948764253822e-08	0.31536560465441	0.055	0.261	0.00110799820148124	"12"	"Pitpna"
"Tomm205"	4.90848955114734e-08	0.2746532846403	0.055	0.26	0.00115727458147401	"12"	"Tomm20"
"RP23-216P14.83"	5.13140017977502e-08	0.562485653170687	0.086	0.315	0.00120983022038556	"12"	"RP23-216P14.8"
"Guk15"	5.6072066139618e-08	0.485738882349657	0.166	0.465	0.00132201110337377	"12"	"Guk1"
"Cops93"	6.59743424746502e-08	0.539852181605461	0.233	0.598	0.00155547707252483	"12"	"Cops9"
"Lsm43"	7.09123749189443e-08	0.382616247796424	0.074	0.291	0.00167190106346395	"12"	"Lsm4"
"Tomm75"	7.26630010750793e-08	0.518519343810342	0.147	0.427	0.00171317557634714	"12"	"Tomm7"
"Nxf11"	8.03392438480627e-08	0.412161678465594	0.11	0.358	0.00189415835220578	"12"	"Nxf1"
"Slirp"	8.75860142945955e-08	0.449318166761016	0.086	0.311	0.00206501545902368	"12"	"Slirp"
"Psma74"	9.16710845472101e-08	0.542934441251271	0.19	0.503	0.00216132916036957	"12"	"Psma7"
"Srsf111"	9.38831635107697e-08	0.397129237089198	0.055	0.254	0.00221348334609342	"12"	"Srsf11"
"Zcrb14"	9.73647612818239e-08	0.469426942318488	0.129	0.387	0.00229556897674156	"12"	"Zcrb1"
"Vamp23"	1.03686608199914e-07	0.5432527969029	0.123	0.377	0.00244461916152936	"12"	"Vamp2"
"Mrpl422"	1.07971082192247e-07	0.533728023323915	0.141	0.409	0.00254563420484662	"12"	"Mrpl42"
"Atp5c12"	1.08874676677075e-07	0.440856516311767	0.172	0.467	0.00256693825201539	"12"	"Atp5c1"
"Metap21"	1.16086162586646e-07	0.279647345131808	0.067	0.275	0.00273696345530536	"12"	"Metap2"
"Tprgl2"	1.19156520591308e-07	0.372956034752363	0.153	0.435	0.00280935328598128	"12"	"Tprgl"
"Ssr43"	1.19173471598359e-07	0.356624337225598	0.092	0.32	0.00280975293987451	"12"	"Ssr4"
"Ntan13"	1.20070517706822e-07	0.561107063776425	0.11	0.355	0.00283090259597374	"12"	"Ntan1"
"Mlf22"	1.25756835976324e-07	0.403108199375798	0.209	0.531	0.0029649689218138	"12"	"Mlf2"
"Pak14"	1.26724051954066e-07	0.451399904989859	0.086	0.308	0.00298777297292101	"12"	"Pak1"
"Tpd523"	1.29444250080164e-07	0.41594414882351	0.067	0.274	0.00305190708414003	"12"	"Tpd52"
"Arl22"	1.30674456348015e-07	0.354799861528922	0.092	0.317	0.00308091165731714	"12"	"Arl2"
"Nckap14"	1.30763851097856e-07	0.301138916786843	0.067	0.273	0.00308301931733415	"12"	"Nckap1"
"Luc7l21"	1.36600206844797e-07	0.2956708128272	0.104	0.337	0.00322062307677978	"12"	"Luc7l2"
"Ran5"	1.44297005606867e-07	0.258266350333704	0.098	0.327	0.0034020905011931	"12"	"Ran"
"Higd2a3"	1.47261363299687e-07	0.579649947875757	0.16	0.443	0.00347198116251671	"12"	"Higd2a"
"Sumo34"	1.54166082435914e-07	0.297452746079356	0.092	0.316	0.00363477372559154	"12"	"Sumo3"
"Snrpn3"	1.63976931502232e-07	1.75901979030986	0.454	0.403	0.00386608411402813	"12"	"Snrpn"
"Prkacb4"	1.67356890125979e-07	0.251681946095945	0.104	0.336	0.0039457733985002	"12"	"Prkacb"
"Stard3nl3"	1.79929204070994e-07	0.426094733700321	0.086	0.305	0.00424219084438183	"12"	"Stard3nl"
"Rab2a1"	1.82182696202771e-07	0.536334018500892	0.178	0.469	0.00429532142837274	"12"	"Rab2a"
"Vti1b3"	1.92255470212938e-07	0.544179808977667	0.086	0.304	0.00453280722121044	"12"	"Vti1b"
"Cyc11"	1.95182426968128e-07	0.480099289839012	0.147	0.413	0.00460181608062755	"12"	"Cyc1"
"Polr1d3"	2.05362543645889e-07	0.361449144205845	0.104	0.335	0.00484183269153911	"12"	"Polr1d"
"Scand12"	2.11692271965192e-07	0.425826550726482	0.11	0.346	0.00499106869612332	"12"	"Scand1"
"Cxx1b4"	2.42231051797867e-07	0.476162600267708	0.098	0.323	0.00571108150823831	"12"	"Cxx1b"
"Psmb61"	2.46386671194722e-07	0.493102881691888	0.196	0.506	0.00580905854675796	"12"	"Psmb6"
"Paip23"	2.50760709747094e-07	0.551654517946063	0.19	0.496	0.00591218525370724	"12"	"Paip2"
"Ociad13"	2.52863875138442e-07	0.354539825770221	0.11	0.344	0.00596177158413906	"12"	"Ociad1"
"Mycbp24"	2.55799931801647e-07	0.306855447548139	0.117	0.356	0.00603099499208743	"12"	"Mycbp2"
"Pafah1b24"	2.56517780717787e-07	0.451456425622108	0.086	0.301	0.00604791971598327	"12"	"Pafah1b2"
"RP23-189L19.64"	2.61073700959776e-07	0.554179712730848	0.098	0.323	0.00615533464752864	"12"	"RP23-189L19.6"
"Atp6v0d11"	2.61671103571618e-07	0.329081381908063	0.086	0.3	0.00616941960890803	"12"	"Atp6v0d1"
"Tsn5"	2.70964160738548e-07	0.295292189028124	0.086	0.299	0.00638852201773274	"12"	"Tsn"
"Fam96b2"	2.73453761328675e-07	0.391388347390908	0.074	0.278	0.00644721933084617	"12"	"Fam96b"
"Pop52"	2.92636847591137e-07	0.302552644005795	0.092	0.31	0.00689949895565624	"12"	"Pop5"
"Ccdc85b5"	2.94836699975252e-07	0.343172239623149	0.086	0.298	0.00695136487531653	"12"	"Ccdc85b"
"BC0311814"	3.03189944728408e-07	0.461743712454044	0.215	0.538	0.00714830932686169	"12"	"BC031181"
"Pnrc13"	3.0877347809757e-07	0.272929643797831	0.067	0.265	0.0072799522931064	"12"	"Pnrc1"
"Ranbp12"	3.46890748214548e-07	0.269904944472618	0.135	0.381	0.0081786431706544	"12"	"Ranbp1"
"Srpk24"	3.54913187275168e-07	0.600065885814283	0.08	0.283	0.00836778821638664	"12"	"Srpk2"
"RP24-202L5.21"	3.56268186063228e-07	0.299320245465785	0.264	0.631	0.00839973502281273	"12"	"RP24-202L5.2"
"Elof13"	3.59827091385397e-07	0.497720576931192	0.098	0.32	0.00848364333359349	"12"	"Elof1"
"Psmb11"	3.70110021032526e-07	0.423867189071883	0.215	0.531	0.00872608396588387	"12"	"Psmb1"
"Rnf102"	3.7286048015881e-07	0.404556437806107	0.074	0.275	0.00879093154070426	"12"	"Rnf10"
"Rbm251"	3.79015439506537e-07	0.281684860409067	0.092	0.307	0.00893604701724563	"12"	"Rbm25"
"Msl11"	4.11323738757051e-07	0.398913105475431	0.067	0.263	0.009697779788675	"12"	"Msl1"
"Rab6a3"	4.29735827724618e-07	0.423578441117469	0.135	0.383	0.0101318816102633	"12"	"Rab6a"
"Fkbp83"	4.55287723081948e-07	0.550954817581155	0.117	0.35	0.0107343186471031	"12"	"Fkbp8"
"RP23-185A18.92"	4.60746333017734e-07	0.445507444001743	0.067	0.262	0.0108630162935591	"12"	"RP23-185A18.9"
"Rpl263"	4.74310939818326e-07	0.369801715871568	0.233	0.565	0.0111828290280967	"12"	"Rpl26"
"Hagh3"	4.79851204699632e-07	0.513205327962308	0.067	0.261	0.0113134518532032	"12"	"Hagh"
"Nol74"	4.81958401975986e-07	0.302774039357123	0.086	0.293	0.0113631332433878	"12"	"Nol7"
"Psmb42"	5.09226468107417e-07	0.415763479390169	0.098	0.317	0.0120060324385686	"12"	"Psmb4"
"Rtf14"	5.3078900420269e-07	0.741044160763404	0.092	0.306	0.0125144123520868	"12"	"Rtf1"
"Smdt15"	5.80575898437493e-07	0.340887715819639	0.282	0.663	0.0136882379574608	"12"	"Smdt1"
"Glrx21"	6.05516092130126e-07	0.28417596407475	0.067	0.258	0.014276252904152	"12"	"Glrx2"
"Tax1bp11"	6.57182573483077e-07	0.320517652447702	0.067	0.258	0.0154943935350105	"12"	"Tax1bp1"
"Arf33"	7.13713000739268e-07	0.377464651554707	0.08	0.28	0.0168272114184297	"12"	"Arf3"
"Mrpl172"	7.21913882056663e-07	0.338556952526559	0.08	0.279	0.0170205635972499	"12"	"Mrpl17"
"Pfdn13"	7.58816662594719e-07	0.578755836375484	0.141	0.39	0.0178906204539957	"12"	"Pfdn1"
"Rab11b2"	7.61511668262227e-07	0.42806032385583	0.092	0.3	0.0179541606026185	"12"	"Rab11b"
"Chmp2a2"	7.83844315204734e-07	0.540891963423106	0.098	0.31	0.018480697419582	"12"	"Chmp2a"
"Slc22a173"	7.94783602576445e-07	0.783198030820557	0.147	0.403	0.0187386129979448	"12"	"Slc22a17"
"Eif3i3"	7.95169346276155e-07	0.286924417130946	0.067	0.256	0.0187477076771529	"12"	"Eif3i"
