"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Adgrl1"	3.54869588594514e-10	0.26956307237948	0.189	0.318	8.36676029029286e-06	"0"	"Adgrl1"
"Hmgcr"	7.28792025941145e-10	0.460370073570682	0.147	0.255	1.71827295956144e-05	"0"	"Hmgcr"
"Gria2"	8.2104583506834e-10	0.635209319341516	0.406	0.401	1.93577976534063e-05	"0"	"Gria2"
"Psmd11"	8.67642660531229e-10	0.489424606336912	0.157	0.271	2.04564110073448e-05	"0"	"Psmd11"
"Klf7"	8.85312798319107e-10	0.481744168276099	0.191	0.327	2.08730198459696e-05	"0"	"Klf7"
"Cycs"	1.03698875110834e-09	0.363332068601033	0.261	0.437	2.44490837848813e-05	"0"	"Cycs"
"Sod2"	1.35519165492704e-09	0.388841670248043	0.194	0.329	3.19513536482148e-05	"0"	"Sod2"
"Auts2"	3.90093902613735e-09	0.461908257139613	0.173	0.292	9.19724394192402e-05	"0"	"Auts2"
"Tmed4"	1.118258733374e-08	0.467355624896157	0.181	0.301	0.000263651861567588	"0"	"Tmed4"
"H2afv"	1.75107199814215e-08	0.282839787741854	0.297	0.48	0.000412850245001976	"0"	"H2afv"
"Pnn"	1.92420406561902e-08	0.391866433859804	0.152	0.253	0.000453669592550996	"0"	"Pnn"
"Ddx17"	1.92828566659837e-08	0.457749155226684	0.22	0.368	0.000454631911613897	"0"	"Ddx17"
"Zfp207"	2.72723711921025e-08	0.449358932172505	0.238	0.392	0.000643000695596201	"0"	"Zfp207"
"Sorl1"	2.77448582562703e-08	1.12831792691015	0.281	0.279	0.000654140523108086	"0"	"Sorl1"
"S100a16"	3.14546823697057e-08	0.586155289901751	0.409	0.408	0.000741607046230552	"0"	"S100a16"
"Tnrc6b"	6.99816315497289e-08	0.531884287331858	0.217	0.361	0.00164995692704796	"0"	"Tnrc6b"
"Hsd17b12"	1.55958793080144e-07	0.457323447851123	0.175	0.283	0.00367704046445056	"0"	"Hsd17b12"
"Rrbp1"	2.29015097381531e-07	0.939034331710096	0.333	0.353	0.00539948895096437	"0"	"Rrbp1"
"Csrp1"	4.06443056101277e-07	0.652124258334018	0.356	0.358	0.0095827079336998	"0"	"Csrp1"
"Pgp"	1.03471898356962e-06	0.434129056986953	0.295	0.48	0.0243955694756209	"0"	"Pgp"
"Fasn"	1.17832633711313e-06	0.524808671996317	0.18	0.287	0.0277814000501164	"0"	"Fasn"
"Arl8a"	1.3227946367843e-06	0.559279558089068	0.222	0.36	0.0311875291514635	"0"	"Arl8a"
"Saraf"	1.37477477003689e-06	0.433357163986495	0.306	0.497	0.0324130647531597	"0"	"Saraf"
"Atp5d"	1.73746203160762e-06	0.304853849404291	0.371	0.604	0.040964142319213	"0"	"Atp5d"
"Nr3c1"	2.72024093721438e-06	0.492806525102454	0.175	0.276	0.0641351205767035	"0"	"Nr3c1"
"Phactr3"	2.81586959087179e-06	0.441369805091631	0.181	0.282	0.0663897573439843	"0"	"Phactr3"
"Sdf2"	3.37905493461083e-06	1.0221585069935	0.28	0.286	0.0796679781933196	"0"	"Sdf2"
"Acot13"	4.27977874783095e-06	0.518220170122545	0.164	0.257	0.10090434353761	"0"	"Acot13"
"Spcs2"	8.41834378948453e-06	0.387519268183899	0.325	0.513	0.198479291524677	"0"	"Spcs2"
"Sar1b"	1.01506030068827e-05	0.498257201700807	0.188	0.288	0.239320767093272	"0"	"Sar1b"
"Cadm2"	1.22171258096652e-05	0.43451781219035	0.166	0.253	0.288043175214476	"0"	"Cadm2"
"Suclg1"	2.37026125824045e-05	0.996876236900684	0.273	0.285	0.558836496855352	"0"	"Suclg1"
"Hnrnpa2b1"	3.02228237189377e-05	0.443335241886138	0.328	0.532	0.712563514821395	"0"	"Hnrnpa2b1"
"Sox8"	5.91162142696092e-05	0.658324414740826	0.263	0.259	1	"0"	"Sox8"
"Ndufb10"	0.000113088625715897	0.451826290245251	0.327	0.507	1	"0"	"Ndufb10"
"Agpat3"	0.000144504939358452	0.668271551487558	0.191	0.287	1	"0"	"Agpat3"
"Trim8"	0.000177795465399788	0.975909789118462	0.267	0.283	1	"0"	"Trim8"
"Cadm4"	0.000312750144120187	0.435070013422046	0.298	0.448	1	"0"	"Cadm4"
"Fabp5"	0.000453543878256039	0.882001188955294	0.338	0.39	1	"0"	"Fabp5"
"Tkt"	0.000457382840565551	0.577915737092602	0.198	0.293	1	"0"	"Tkt"
"Tmem256"	0.000696158067162597	0.36848355238724	0.405	0.631	1	"0"	"Tmem256"
"Ttyh2"	0.000951412454525293	0.383038173648502	0.196	0.281	1	"0"	"Ttyh2"
"Luc7l3"	0.00100660827658732	0.611612907805238	0.26	0.391	1	"0"	"Luc7l3"
"Abat"	0.00180794772879681	0.881657404460534	0.255	0.273	1	"0"	"Abat"
"Prdx1"	0.00219511111107231	0.725694149256213	0.372	0.447	1	"0"	"Prdx1"
"Srsf1"	0.00270207589947397	0.622873016515726	0.188	0.27	1	"0"	"Srsf1"
"Lrpap1"	0.00725130427833734	0.544038419596695	0.203	0.284	1	"0"	"Lrpap1"
"Ccdc88a"	0.00850279334822747	0.869552851597189	0.305	0.359	1	"0"	"Ccdc88a"
"Mal"	0	3.78343769398026	0.999	0.158	0	"1"	"Mal"
"Plp1"	0	3.50449396365513	1	0.62	0	"1"	"Plp1"
"Trf"	0	3.35311431483254	0.987	0.134	0	"1"	"Trf"
"Mog"	0	3.11624870756068	1	0.154	0	"1"	"Mog"
"Fth1"	0	3.05150593776573	1	0.948	0	"1"	"Fth1"
"Cryab"	0	2.97082653259921	1	0.302	0	"1"	"Cryab"
"Fa2h"	0	2.93501701574825	0.991	0.128	0	"1"	"Fa2h"
"Ppp1r14a"	0	2.89479332883294	0.981	0.112	0	"1"	"Ppp1r14a"
"Ermn"	0	2.80781971368687	0.97	0.093	0	"1"	"Ermn"
"RP23-142A14.3"	0	2.61777294069416	0.832	0.026	0	"1"	"RP23-142A14.3"
"Tubb4a"	0	2.61287778695377	0.999	0.31	0	"1"	"Tubb4a"
"Gjb1"	0	2.60152348138499	0.892	0.055	0	"1"	"Gjb1"
"Cldn11"	0	2.56636234482321	1	0.191	0	"1"	"Cldn11"
"Etv1"	0	2.53653091989873	0.861	0.067	0	"1"	"Etv1"
"Gsn"	0	2.52056750748553	0.96	0.123	0	"1"	"Gsn"
"Ndrg1"	0	2.51749624239985	0.929	0.097	0	"1"	"Ndrg1"
"Tspan2"	0	2.47661996305453	0.995	0.205	0	"1"	"Tspan2"
"Aplp1"	0	2.4762712487775	0.999	0.416	0	"1"	"Aplp1"
"Mobp"	0	2.42877517097885	1	0.366	0	"1"	"Mobp"
"Tmem88b"	0	2.3985601382761	0.978	0.136	0	"1"	"Tmem88b"
"Pacs2"	0	2.34365330267318	0.948	0.177	0	"1"	"Pacs2"
"Cnp"	0	2.34327054348595	1	0.353	0	"1"	"Cnp"
"Pdlim2"	0	2.30806152184897	0.961	0.142	0	"1"	"Pdlim2"
"Tmem151a"	0	2.25573622217066	0.96	0.212	0	"1"	"Tmem151a"
"Hcn2"	0	2.21119928763005	0.786	0.095	0	"1"	"Hcn2"
"Stmn4"	0	2.20192672080272	0.979	0.27	0	"1"	"Stmn4"
"Josd2"	0	2.18038955710367	0.984	0.221	0	"1"	"Josd2"
"Adi1"	0	2.15669704295535	0.899	0.128	0	"1"	"Adi1"
"Prr5l"	0	2.15645356480831	0.828	0.072	0	"1"	"Prr5l"
"Kcna1"	0	2.14825457348311	0.901	0.15	0	"1"	"Kcna1"
"Hmgcs1"	0	2.13344578573424	0.989	0.333	0	"1"	"Hmgcs1"
"Grb14"	0	2.12171851209066	0.911	0.135	0	"1"	"Grb14"
"Hapln2"	0	2.12068008672694	0.574	0.013	0	"1"	"Hapln2"
"Enpp2"	0	2.11082952703543	0.975	0.173	0	"1"	"Enpp2"
"Gatm"	0	2.10215786339175	0.987	0.277	0	"1"	"Gatm"
"Sept4"	0	2.10088820783575	0.985	0.277	0	"1"	"Sept4"
"Slain1"	0	2.09877986711144	0.865	0.113	0	"1"	"Slain1"
"RP24-209I7.2"	0	2.09856076923662	0.949	0.162	0	"1"	"RP24-209I7.2"
"Cntn2"	0	2.08760231832924	0.841	0.107	0	"1"	"Cntn2"
"Fez1"	0	2.07484401860343	0.989	0.361	0	"1"	"Fez1"
"Slc48a1"	0	2.05450578043068	0.984	0.332	0	"1"	"Slc48a1"
"Desi1"	0	2.05283873692122	0.965	0.218	0	"1"	"Desi1"
"Tmeff2"	0	2.05014974529247	0.973	0.209	0	"1"	"Tmeff2"
"Cpox"	0	1.99807462477562	0.907	0.152	0	"1"	"Cpox"
"Qdpr"	0	1.99122053650428	0.924	0.22	0	"1"	"Qdpr"
"Opalin"	0	1.98646783333735	0.837	0.093	0	"1"	"Opalin"
"Dpy19l1"	0	1.98368256094529	0.918	0.18	0	"1"	"Dpy19l1"
"Efnb3"	0	1.944379233012	0.937	0.169	0	"1"	"Efnb3"
"Mag"	0	1.90030819285526	0.996	0.16	0	"1"	"Mag"
"Abca2"	0	1.89688995320428	0.938	0.219	0	"1"	"Abca2"
"Sez6l2"	0	1.88500413457078	0.781	0.12	0	"1"	"Sez6l2"
"Car21"	0	1.87132606455728	0.986	0.347	0	"1"	"Car2"
"Nkx6-2"	0	1.86847706665833	0.803	0.084	0	"1"	"Nkx6-2"
"Anks1b"	0	1.86319059198574	0.961	0.256	0	"1"	"Anks1b"
"Litaf"	0	1.85612347734381	0.817	0.097	0	"1"	"Litaf"
"Syt11"	0	1.85019554873314	0.998	0.512	0	"1"	"Syt11"
"Ttll7"	0	1.84416814964224	0.885	0.191	0	"1"	"Ttll7"
"Plekhb1"	0	1.83602612662351	0.946	0.187	0	"1"	"Plekhb1"
"Kctd13"	0	1.82179644728224	0.823	0.153	0	"1"	"Kctd13"
"Rnf7"	0	1.82113951257826	0.987	0.464	0	"1"	"Rnf7"
"Anln"	0	1.78790474859515	0.58	0.015	0	"1"	"Anln"
"Epb41l3"	0	1.78692457293191	0.858	0.174	0	"1"	"Epb41l3"
"Secisbp2l"	0	1.7615751802092	0.904	0.189	0	"1"	"Secisbp2l"
"Gltp"	0	1.7484335473432	0.974	0.278	0	"1"	"Gltp"
"Pcdh9"	0	1.72529247189562	0.974	0.31	0	"1"	"Pcdh9"
"Evi2a"	0	1.72442170021991	0.875	0.114	0	"1"	"Evi2a"
"Gjc3"	0	1.72437776345664	0.908	0.152	0	"1"	"Gjc3"
"Elavl3"	0	1.71678065382721	0.979	0.331	0	"1"	"Elavl3"
"Gal3st1"	0	1.70906925399657	0.809	0.119	0	"1"	"Gal3st1"
"Srd5a1"	0	1.68538453395963	0.676	0.066	0	"1"	"Srd5a1"
"Lpar1"	0	1.68283614787157	0.865	0.131	0	"1"	"Lpar1"
"Sept7"	0	1.65186790027138	0.986	0.398	0	"1"	"Sept7"
"Sept8"	0	1.63105496585989	0.759	0.153	0	"1"	"Sept8"
"Cers2"	0	1.62500587562751	0.915	0.203	0	"1"	"Cers2"
"Golga7"	0	1.59677162223214	0.954	0.304	0	"1"	"Golga7"
"Scd21"	0	1.59650065948301	0.999	0.58	0	"1"	"Scd2"
"Fnbp1"	0	1.59211639460531	0.856	0.168	0	"1"	"Fnbp1"
"Gng11"	0	1.58041206617274	0.932	0.218	0	"1"	"Gng11"
"Slc38a2"	0	1.57066725395799	0.83	0.226	0	"1"	"Slc38a2"
"Tprn"	0	1.56198976006354	0.745	0.101	0	"1"	"Tprn"
"Carhsp1"	0	1.56195431692512	0.873	0.178	0	"1"	"Carhsp1"
"Pllp"	0	1.55234939722314	0.9	0.166	0	"1"	"Pllp"
"Phldb1"	0	1.54874181192249	0.81	0.146	0	"1"	"Phldb1"
"Gamt"	0	1.54191217584008	0.784	0.118	0	"1"	"Gamt"
"Foxn3"	0	1.54056502990965	0.944	0.267	0	"1"	"Foxn3"
"Ado"	0	1.5315024688767	0.808	0.153	0	"1"	"Ado"
"Aspa"	0	1.5236209480762	0.623	0.047	0	"1"	"Aspa"
"Pla2g16"	0	1.52197366352508	0.723	0.089	0	"1"	"Pla2g16"
"RP24-131B6.1"	0	1.52115470466163	0.762	0.108	0	"1"	"RP24-131B6.1"
"Arhgap23"	0	1.50814067622987	0.753	0.143	0	"1"	"Arhgap23"
"Gna12"	0	1.50701076023663	0.815	0.149	0	"1"	"Gna12"
"Prr18"	0	1.49325075524746	0.701	0.096	0	"1"	"Prr18"
"Rhou"	0	1.48727792757707	0.704	0.107	0	"1"	"Rhou"
"Dock10"	0	1.4804575418798	0.749	0.13	0	"1"	"Dock10"
"Shisa4"	0	1.47741566436456	0.963	0.294	0	"1"	"Shisa4"
"Arpc1a"	0	1.47100567634442	0.991	0.393	0	"1"	"Arpc1a"
"Map7"	0	1.46815782944748	0.722	0.116	0	"1"	"Map7"
"Tmbim1"	0	1.46545221597137	0.88	0.195	0	"1"	"Tmbim1"
"Cpm"	0	1.46201540138103	0.626	0.07	0	"1"	"Cpm"
"Endod1"	0	1.45784805284371	0.795	0.188	0	"1"	"Endod1"
"Apod"	0	1.4531823550396	0.862	0.07	0	"1"	"Apod"
"Kif1b"	0	1.44793972855012	0.983	0.448	0	"1"	"Kif1b"
"Rnf13"	0	1.44152625382727	0.866	0.223	0	"1"	"Rnf13"
"Tppp"	0	1.44071799627128	0.915	0.271	0	"1"	"Tppp"
"Trim59"	0	1.43828113236037	0.574	0.05	0	"1"	"Trim59"
"Ptprd"	0	1.43573036835349	0.928	0.257	0	"1"	"Ptprd"
"Pex5l"	0	1.43282926660499	0.695	0.115	0	"1"	"Pex5l"
"Gjc2"	0	1.42995453020031	0.715	0.091	0	"1"	"Gjc2"
"Tmeff1"	0	1.42751324337167	0.738	0.156	0	"1"	"Tmeff1"
"Atp1b3"	0	1.42678792990141	0.731	0.177	0	"1"	"Atp1b3"
"Myrf"	0	1.42195617993072	0.721	0.105	0	"1"	"Myrf"
"Gpm6b1"	0	1.40835252390076	0.955	0.323	0	"1"	"Gpm6b"
"Sccpdh"	0	1.40424232647381	0.797	0.205	0	"1"	"Sccpdh"
"Slc12a2"	0	1.39681299410816	0.844	0.174	0	"1"	"Slc12a2"
"Smad7"	0	1.38391871819307	0.794	0.165	0	"1"	"Smad7"
"Tmem125"	0	1.37571089825178	0.652	0.085	0	"1"	"Tmem125"
"Gpr37"	0	1.36822351731933	0.749	0.115	0	"1"	"Gpr37"
"Klhl2"	0	1.35778956796259	0.779	0.157	0	"1"	"Klhl2"
"Tmem63a"	0	1.35682381561385	0.616	0.071	0	"1"	"Tmem63a"
"Map6d1"	0	1.35149823258749	0.662	0.105	0	"1"	"Map6d1"
"Nudt4"	0	1.34880904201521	0.849	0.221	0	"1"	"Nudt4"
"Itgb4"	0	1.33605071867497	0.502	0.032	0	"1"	"Itgb4"
"Phlda3"	0	1.33445257517972	0.882	0.249	0	"1"	"Phlda3"
"Zdhhc9"	0	1.33353844825133	0.685	0.114	0	"1"	"Zdhhc9"
"Slco3a1"	0	1.32652870200017	0.554	0.086	0	"1"	"Slco3a1"
"Sox2ot"	0	1.32447937094605	0.811	0.144	0	"1"	"Sox2ot"
"Tmcc3"	0	1.31807574946397	0.839	0.198	0	"1"	"Tmcc3"
"Arsg"	0	1.30892293024892	0.53	0.045	0	"1"	"Arsg"
"Mon2"	0	1.30321351272595	0.731	0.149	0	"1"	"Mon2"
"Ephb1"	0	1.28313260244949	0.689	0.151	0	"1"	"Ephb1"
"Aatk"	0	1.28296691376873	0.898	0.262	0	"1"	"Aatk"
"Agpat4"	0	1.28076977316698	0.777	0.18	0	"1"	"Agpat4"
"Ctsk"	0	1.27848961310439	0.568	0.067	0	"1"	"Ctsk"
"Slc25a1"	0	1.27805213035266	0.627	0.115	0	"1"	"Slc25a1"
"Gab1"	0	1.26701701494954	0.713	0.136	0	"1"	"Gab1"
"Wscd1"	0	1.24858020638692	0.822	0.206	0	"1"	"Wscd1"
"Otud7b"	0	1.23569872915418	0.703	0.148	0	"1"	"Otud7b"
"Psat1"	0	1.23555762125586	0.704	0.141	0	"1"	"Psat1"
"Frmd8"	0	1.22472096976495	0.569	0.091	0	"1"	"Frmd8"
"Ccp110"	0	1.21920954041422	0.587	0.1	0	"1"	"Ccp110"
"Arhgef10"	0	1.19498233125393	0.625	0.106	0	"1"	"Arhgef10"
"Tmem189"	0	1.19275828287712	0.68	0.137	0	"1"	"Tmem189"
"Sec14l5"	0	1.18762205158939	0.474	0.041	0	"1"	"Sec14l5"
"Kctd3"	0	1.18482709588883	0.537	0.078	0	"1"	"Kctd3"
"Ttyh21"	0	1.1844286552687	0.796	0.179	0	"1"	"Ttyh2"
"Slc44a1"	0	1.18162240073848	0.84	0.186	0	"1"	"Slc44a1"
"Kcnk13"	0	1.17097696837041	0.495	0.039	0	"1"	"Kcnk13"
"S1pr5"	0	1.16838890010674	0.551	0.079	0	"1"	"S1pr5"
"Adamts4"	0	1.16524704681705	0.747	0.114	0	"1"	"Adamts4"
"Insc"	0	1.11785553059662	0.459	0.05	0	"1"	"Insc"
"Rnf141"	0	1.09352195551655	0.526	0.076	0	"1"	"Rnf141"
"Sox10"	0	1.04587558947529	0.719	0.13	0	"1"	"Sox10"
"Arrdc3"	0	1.04572709484868	0.461	0.053	0	"1"	"Arrdc3"
"Inf2"	0	1.02744124592017	0.547	0.078	0	"1"	"Inf2"
"Sema4d"	0	0.977012550211425	0.792	0.161	0	"1"	"Sema4d"
"Enpp6"	0	0.853716311773036	0.601	0.078	0	"1"	"Enpp6"
"RP23-20A5.3"	8.62515099174102e-308	1.17330195196248	0.517	0.075	2.03355184932278e-303	"1"	"RP23-20A5.3"
"Qk"	9.40459336915217e-308	1.42894576357529	0.998	0.563	2.21732097864501e-303	"1"	"Qk"
"Cd82"	9.96247671704108e-307	1.14175219267739	0.662	0.126	2.34885313557677e-302	"1"	"Cd82"
"Polr3e"	1.33469563601766e-306	1.00679882256761	0.64	0.121	3.14681190103883e-302	"1"	"Polr3e"
"Ppp1r16b"	2.86052503681441e-306	1.27707801354972	0.745	0.17	6.74425987929734e-302	"1"	"Ppp1r16b"
"Creb5"	3.9991071162775e-306	1.08884771530894	0.537	0.078	9.42869484804745e-302	"1"	"Creb5"
"Efhd1"	4.65647668330003e-306	0.884862108297113	0.378	0.03	1.09785750762165e-301	"1"	"Efhd1"
"Gpr62"	1.39346895353456e-305	1.13417723203794	0.51	0.073	3.28538175174844e-301	"1"	"Gpr62"
"Cyp51"	3.44866342738754e-305	1.2424629850601	0.736	0.168	8.13091376275161e-301	"1"	"Cyp51"
"Micall1"	3.91385201944831e-305	1.13252916518172	0.563	0.092	9.22768890625327e-301	"1"	"Micall1"
"Dip2a"	2.0686158194177e-303	1.23526916487243	0.665	0.138	4.8771755174411e-299	"1"	"Dip2a"
"Pde8a"	3.83567705357255e-301	1.0860970787143	0.434	0.048	9.04337578920801e-297	"1"	"Pde8a"
"Elovl1"	1.50203914177044e-299	1.14204795139129	0.639	0.121	3.54135768455217e-295	"1"	"Elovl1"
"Mbp"	2.28322192937713e-299	1.37834445261572	1	0.626	5.38315234289247e-295	"1"	"Mbp"
"Card19"	3.65673807030006e-299	1.21489234816455	0.805	0.204	8.62149134834646e-295	"1"	"Card19"
"S100a161"	3.9002740325818e-299	1.38476338878808	0.944	0.325	9.19567608661812e-295	"1"	"S100a16"
"RP23-81P21.1"	1.2006674526372e-298	0.916678102836478	0.323	0.019	2.83081365308273e-294	"1"	"RP23-81P21.1"
"Sh3gl3"	5.81735795213353e-298	1.02654571737384	0.795	0.192	1.37155848437452e-293	"1"	"Sh3gl3"
"Acot7"	7.8612134543949e-298	1.27653042772289	0.74	0.193	1.85343829614269e-293	"1"	"Acot7"
"Lgi3"	4.91522197814378e-297	1.29389884035552	0.775	0.193	1.15886188578696e-292	"1"	"Lgi3"
"Taldo1"	1.0710698101403e-296	1.25994533515342	0.878	0.263	2.52526129136779e-292	"1"	"Taldo1"
"Edil3"	3.16451487161702e-296	1.16775479296266	0.59	0.112	7.46097671281144e-292	"1"	"Edil3"
"Tmcc2"	1.0840342538053e-294	1.1756766592413	0.633	0.132	2.55582756019676e-290	"1"	"Tmcc2"
"Pip4k2a"	1.72253873839352e-293	0.978113191315994	0.519	0.078	4.0612295835104e-289	"1"	"Pip4k2a"
"Reep3"	5.83944113331222e-293	1.10925664915394	0.734	0.166	1.37676503600102e-288	"1"	"Reep3"
"Sytl2"	3.41181980231761e-290	1.19480361655654	0.619	0.12	8.04404754792422e-286	"1"	"Sytl2"
"Galnt6"	8.11830443307267e-290	1.05138342043156	0.425	0.049	1.91405263618554e-285	"1"	"Galnt6"
"Ralgds"	2.32953578661029e-288	1.14004556015874	0.806	0.209	5.49234652409108e-284	"1"	"Ralgds"
"Lrrn1"	4.83127280581502e-286	1.03440168283211	0.61	0.115	1.13906918942701e-281	"1"	"Lrrn1"
"Sbf1"	4.44537422412891e-285	1.11382051673219	0.675	0.151	1.04808588082287e-280	"1"	"Sbf1"
"Erbb3"	3.31941219019725e-284	0.983864447804536	0.533	0.081	7.82617812082805e-280	"1"	"Erbb3"
"Olig1"	3.85933840182283e-282	1.05332751676223	0.986	0.295	9.09916214997769e-278	"1"	"Olig1"
"Enpp4"	3.77656035880077e-281	1.09141402377566	0.538	0.091	8.90399635794458e-277	"1"	"Enpp4"
"Csrp11"	4.82526659334338e-281	1.17541353945194	0.918	0.27	1.13765310471257e-276	"1"	"Csrp1"
"Ppp2r2c"	8.58790930836688e-281	1.24815070714106	0.824	0.246	2.02477137763366e-276	"1"	"Ppp2r2c"
"Adam19"	3.63381150778548e-280	0.903355955284066	0.35	0.029	8.56743739190584e-276	"1"	"Adam19"
"Rap1a"	3.67253038338616e-280	1.21441344770573	0.928	0.312	8.65872488490954e-276	"1"	"Rap1a"
"Gas7"	9.13313948134483e-279	1.18465411816847	0.969	0.342	2.15332029551667e-274	"1"	"Gas7"
"Fgfr2"	1.77721371508616e-277	1.06724725420132	0.554	0.095	4.19013677605863e-273	"1"	"Fgfr2"
"Fkbp1a"	5.98620117162619e-277	1.32948072830258	0.991	0.555	1.41136665023431e-272	"1"	"Fkbp1a"
"Bcl2l1"	9.07905670412735e-276	1.1643496572556	0.817	0.245	2.14056919913211e-271	"1"	"Bcl2l1"
"Rab7b"	1.34047695785756e-273	1.03911671078098	0.457	0.064	3.16044252354076e-269	"1"	"Rab7b"
"Pcyt2"	1.58548772223024e-273	1.13673096701772	0.854	0.25	3.73810440270223e-269	"1"	"Pcyt2"
"Cdc42ep2"	1.65245680030954e-271	0.976864047839588	0.528	0.088	3.8959973980898e-267	"1"	"Cdc42ep2"
"Slpi"	7.86943013272559e-271	0.880052265655999	0.329	0.026	1.85537554239271e-266	"1"	"Slpi"
"Jam3"	1.97316282307627e-270	1.03022810793841	0.677	0.146	4.65212598796692e-266	"1"	"Jam3"
"Srcin1"	7.56934537284794e-270	1.25747301174538	0.79	0.23	1.78462455855636e-265	"1"	"Srcin1"
"Rhob"	8.10087775200773e-270	1.24651830295668	0.954	0.402	1.90994394759086e-265	"1"	"Rhob"
"Spg20"	8.89412100705726e-270	1.05488865063362	0.519	0.089	2.09696690983389e-265	"1"	"Spg20"
"Mast3"	2.24007390407201e-269	1.0265133524022	0.52	0.089	5.28142224363058e-265	"1"	"Mast3"
"Bin1"	4.14624756790127e-269	1.1597614319082	0.885	0.289	9.77560789084082e-265	"1"	"Bin1"
"Mapk3"	6.76349224215766e-266	1.23576021764804	0.79	0.241	1.59462856593351e-261	"1"	"Mapk3"
"Dnajb2"	2.56420054588256e-265	1.16828159013826	0.7	0.179	6.04561562702731e-261	"1"	"Dnajb2"
"Rcbtb1"	1.85901650243812e-264	1.06537503166454	0.58	0.119	4.38300320779836e-260	"1"	"Rcbtb1"
"Smim1"	7.8175319243302e-263	1.11655386878841	0.528	0.098	1.84313950179933e-258	"1"	"Smim1"
"Cmtm51"	1.83697501808843e-262	0.967522347714832	0.783	0.192	4.33103600014708e-258	"1"	"Cmtm5"
"Cpd"	2.16912966700624e-262	1.08698390310018	0.529	0.095	5.11415701590061e-258	"1"	"Cpd"
"Bpgm"	2.61641970100361e-262	1.08331236489705	0.781	0.226	6.16873272905621e-258	"1"	"Bpgm"
"Nipa1"	2.65736688533416e-262	1.04901192874579	0.545	0.103	6.26527390555236e-258	"1"	"Nipa1"
"Bcas1"	3.06866989860888e-262	0.569501924526428	0.698	0.153	7.23500301995016e-258	"1"	"Bcas1"
"Ypel2"	1.17976124706849e-261	1.0909941027325	0.564	0.11	2.78152309221338e-257	"1"	"Ypel2"
"Pigq"	5.68878667942534e-259	1.09827354566647	0.618	0.14	1.34124523540811e-254	"1"	"Pigq"
"Cyth1"	1.17284009353374e-257	1.03396596996152	0.603	0.131	2.76520508852451e-253	"1"	"Cyth1"
"Rftn1"	1.31665713898765e-257	0.910858083765826	0.361	0.037	3.10428253659119e-253	"1"	"Rftn1"
"B3galt5"	5.51442727153471e-257	0.97448510939483	0.473	0.075	1.30013651780974e-252	"1"	"B3galt5"
"Fam57a"	2.28780468709674e-256	1.03275755724146	0.479	0.078	5.39395711076797e-252	"1"	"Fam57a"
"Zdhhc20"	3.39063664625323e-255	1.16753893224236	0.689	0.181	7.99410402087125e-251	"1"	"Zdhhc20"
"Dennd5a"	4.43830384855867e-255	1.15060448073827	0.826	0.275	1.04641889837468e-250	"1"	"Dennd5a"
"RP24-330P10.2"	9.7174622564931e-255	1.08161006953231	0.484	0.081	2.29108607621338e-250	"1"	"RP24-330P10.2"
"Pcbp4"	1.14960181403701e-254	1.10340050305571	0.777	0.224	2.71041619695507e-250	"1"	"Pcbp4"
"Abhd17b"	9.28559249942743e-254	1.03466917495496	0.707	0.178	2.18926414359001e-249	"1"	"Abhd17b"
"Elovl7"	3.54968211683536e-252	1.02231764583421	0.513	0.09	8.36908552686273e-248	"1"	"Elovl7"
"Tyro3"	6.75824490809392e-252	1.05166902867557	0.601	0.126	1.5933914019813e-247	"1"	"Tyro3"
"Dubr"	7.8095686313487e-252	0.92085546401748	0.413	0.055	1.84126199621308e-247	"1"	"Dubr"
"Eya2"	1.59353388027382e-251	0.932891754310278	0.341	0.033	3.75707482952159e-247	"1"	"Eya2"
"Omg"	3.17400394003477e-248	0.884477327912443	0.725	0.184	7.48334908941998e-244	"1"	"Omg"
"Zeb2"	3.60109198586906e-248	0.991330687010288	0.609	0.132	8.49029457508349e-244	"1"	"Zeb2"
"Gpd1"	2.90863600059183e-247	0.837450091212119	0.475	0.073	6.85769109859536e-243	"1"	"Gpd1"
"Bcas1os2"	3.87999814924792e-247	0.708930167726658	0.537	0.096	9.14787163648183e-243	"1"	"Bcas1os2"
"Rhog"	4.03660696204324e-247	0.964993074062111	0.531	0.099	9.51710823440934e-243	"1"	"Rhog"
"Mapk8ip1"	4.03661898496232e-246	1.13725240376707	0.84	0.275	9.51713658084567e-242	"1"	"Mapk8ip1"
"March8"	3.2596415566604e-245	0.95325178711049	0.653	0.153	7.68525689813822e-241	"1"	"March8"
"Dixdc1"	3.56609896242402e-244	1.03451374834389	0.571	0.126	8.40779152370712e-240	"1"	"Dixdc1"
"Pigz"	6.76080872258098e-243	0.931808747386672	0.406	0.057	1.59399587252292e-238	"1"	"Pigz"
"Carns1"	2.28575344660818e-242	0.796933019280326	0.3	0.024	5.3891209010681e-238	"1"	"Carns1"
"Mbnl2"	3.48265687165108e-241	1.13313199891798	0.871	0.316	8.21106010629175e-237	"1"	"Mbnl2"
"Rtn4"	4.4130953955112e-241	1.17255603847028	0.957	0.439	1.04047550139968e-236	"1"	"Rtn4"
"Mapt"	1.62596081400821e-240	1.15187555983475	0.87	0.301	3.83352781118715e-236	"1"	"Mapt"
